MissionName,MissionTime,Altitude,Pressure(Atm),Pressure(kPa)
Prodigal A-II,394.437,138879.110494952,1.34124101467969E-10,1.3590124581242E-08
Prodigal A-II,394.457,138860.893279461,1.38472980648912E-10,1.4030774764251E-08
Prodigal A-II,394.497,138824.448169704,1.47370455340571E-10,1.49323113873834E-08
Prodigal A-II,394.517,138806.220276349,1.5192802686611E-10,1.53941073222086E-08
Prodigal A-II,394.537,138787.988825392,1.56550674499103E-10,1.58624970936216E-08
Prodigal A-II,394.557,138769.753816657,1.61240642243257E-10,1.6337708075298E-08
Prodigal A-II,394.577,138751.515250297,1.6599793009857E-10,1.68197402672376E-08
Prodigal A-II,394.597,138733.273126314,1.70827026072455E-10,1.73090484167915E-08
Prodigal A-II,394.617,138715.027444552,1.75718954150089E-10,1.78047230292577E-08
Prodigal A-II,394.637,138696.778205081,1.80682690346293E-10,1.83076735993382E-08
Prodigal A-II,394.677,138660.26905307,1.90818855083299E-10,1.93347204913152E-08
Prodigal A-II,394.697,138642.009140482,1.95984551612984E-10,1.98581346921856E-08
Prodigal A-II,394.717,138623.745670234,2.01222056261239E-10,2.03888248506701E-08
Prodigal A-II,394.737,138605.478642096,2.06526881020655E-10,2.09263362194179E-08
Prodigal A-II,394.757,138587.208056324,2.11905757902347E-10,2.14713509194553E-08
Prodigal A-II,394.777,138568.933912718,2.17342978880377E-10,2.20222773350542E-08
Prodigal A-II,394.797,138550.656211335,2.22854251980684E-10,2.25807070819428E-08
Prodigal A-II,394.817,138532.374952232,2.28430601188446E-10,2.31457306654193E-08
Prodigal A-II,394.857,138495.801760757,2.3979423595227E-10,2.42971509578638E-08
Prodigal A-II,394.877,138477.509828302,2.45570301489807E-10,2.48824107984547E-08
Prodigal A-II,394.897,138459.214338076,2.51422663153324E-10,2.54754013440106E-08
Prodigal A-II,394.917,138440.915290135,2.57340100924297E-10,2.60749857261544E-08
Prodigal A-II,394.937,138422.612684342,2.63329346813841E-10,2.66818460659124E-08
Prodigal A-II,394.957,138404.306520731,2.69376936799723E-10,2.72946181212319E-08
Prodigal A-II,394.977,138385.996799304,2.75500822911586E-10,2.79151208815165E-08
Prodigal A-II,394.997,138367.683520056,2.81687541127199E-10,2.85419901047135E-08
Prodigal A-II,395.017,138349.366683074,2.87948311465088E-10,2.91763626592001E-08
Prodigal A-II,395.057,138312.722335693,3.00662836459526E-10,3.04646619042614E-08
Prodigal A-II,395.077,138294.394825308,3.0712332312719E-10,3.11192707158625E-08
Prodigal A-II,395.097,138276.063757057,3.13648885902309E-10,3.17804733640514E-08
Prodigal A-II,395.117,138257.729131024,3.20241768788588E-10,3.24484972225036E-08
Prodigal A-II,395.137,138239.390947193,3.26904215789732E-10,3.31235696648946E-08
Prodigal A-II,395.157,138221.04920555,3.33636226905742E-10,3.38056906912243E-08
Prodigal A-II,395.177,138202.703906006,3.40431070125501E-10,3.44941781804664E-08
Prodigal A-II,395.197,138184.355048799,3.47295477460126E-10,3.51897142536473E-08
Prodigal A-II,395.237,138147.646660778,3.61228496466561E-10,3.66014774044743E-08
Prodigal A-II,395.257,138129.287130082,3.68297108138371E-10,3.73177044821205E-08
Prodigal A-II,395.277,138110.924041508,3.75426307910226E-10,3.80400706490036E-08
Prodigal A-II,395.297,138092.557395142,3.82625071796945E-10,3.87694853998255E-08
Prodigal A-II,395.317,138074.187190969,3.89893399798531E-10,3.95059487345861E-08
Prodigal A-II,395.337,138055.813428992,3.97231291914981E-10,4.02494606532855E-08
Prodigal A-II,395.357,138037.436109176,4.04632016135182E-10,4.09993390348973E-08
Prodigal A-II,395.377,138019.055231563,4.12097816462836E-10,4.17558112530969E-08
Prodigal A-II,395.417,137982.282802966,4.27240353466448E-10,4.32901288149878E-08
Prodigal A-II,395.437,137963.891251952,4.34910358131288E-10,4.40672920376528E-08
Prodigal A-II,395.457,137945.496143128,4.42645438903584E-10,4.48510490969056E-08
Prodigal A-II,395.477,137927.097476366,4.50454571798155E-10,4.56423094874481E-08
Prodigal A-II,395.497,137908.695251942,4.58326536796476E-10,4.64399363409029E-08
Prodigal A-II,395.517,137890.289469671,4.66256845891136E-10,4.72434749099193E-08
Prodigal A-II,395.537,137871.880129619,4.74265695115482E-10,4.80549715575762E-08
Prodigal A-II,395.557,137853.467231768,4.82335132439872E-10,4.88726072944701E-08
Prodigal A-II,395.577,137835.050776036,4.90474133879128E-10,4.96972916153027E-08
Prodigal A-II,395.617,137798.207191202,5.0694960908371E-10,5.13666691404069E-08
Prodigal A-II,395.637,137779.780062091,5.15286082849035E-10,5.22113623446785E-08
Prodigal A-II,395.657,137761.349375161,5.23692120729226E-10,5.30631041328888E-08
Prodigal A-II,395.677,137742.915130413,5.32156502705756E-10,5.39207576366607E-08
Prodigal A-II,395.697,137724.477327799,5.40692692800856E-10,5.47856870980468E-08
Prodigal A-II,395.717,137706.035967447,5.49300691014528E-10,5.5657892517047E-08
Prodigal A-II,395.737,137687.591049315,5.57969277328243E-10,5.65362370252842E-08
Prodigal A-II,395.757,137669.142573336,5.66707427756824E-10,5.74216301174602E-08
Prodigal A-II,395.797,137632.234947893,5.84376712932644E-10,5.92119704379002E-08
Prodigal A-II,395.817,137613.775798429,5.93310091683589E-10,6.01171450398397E-08
Prodigal A-II,395.837,137595.31309111,6.023130345494E-10,6.10293682257179E-08
Prodigal A-II,395.857,137576.846826001,6.11381053522665E-10,6.1948185248184E-08
Prodigal A-II,395.877,137558.377003063,6.20514148603385E-10,6.2873596107238E-08
Prodigal A-II,395.897,137539.903622216,6.29710075787854E-10,6.38053734292043E-08
Prodigal A-II,395.917,137521.426683529,6.389800550946E-10,6.47446540824603E-08
Prodigal A-II,395.937,137502.946187046,6.48306134493979E-10,6.56896190776024E-08
Prodigal A-II,395.977,137465.324434107,6.67501342189428E-10,6.76345734973438E-08
Prodigal A-II,395.997,137445.424325615,6.77765415137638E-10,6.86745806888212E-08
Prodigal A-II,396.019,137424.725197132,6.88516436889906E-10,6.97639279678697E-08
Prodigal A-II,396.041,137403.190388924,6.99785823498106E-10,7.09057985659456E-08
Prodigal A-II,396.065,137380.783186995,7.11602747010409E-10,7.21031483408296E-08
Prodigal A-II,396.089,137357.484897987,7.23989647463867E-10,7.33582510292763E-08
Prodigal A-II,396.114,137333.24061744,7.36989160928882E-10,7.46754267311189E-08
Prodigal A-II,396.14,137308.01344977,7.50625971446212E-10,7.60571765567875E-08
Prodigal A-II,396.167,137281.784524326,7.64935983075144E-10,7.75071384850889E-08
Prodigal A-II,396.225,137226.100829878,7.95732689927183E-10,8.06276148068719E-08
Prodigal A-II,396.256,137196.571749947,8.12288949265157E-10,8.2305177784292E-08
Prodigal A-II,396.288,137165.837977918,8.29697930011158E-10,8.40691427583806E-08
Prodigal A-II,396.321,137133.86211769,8.48000024231884E-10,8.59236024552956E-08
Prodigal A-II,396.355,137100.606682179,8.67224403975502E-10,8.78715127328178E-08
Prodigal A-II,396.391,137065.997823233,8.87449609371701E-10,8.99208316695876E-08
Prodigal A-II,396.428,137029.997817011,9.08720520494587E-10,9.2076106739114E-08
Prodigal A-II,396.467,136992.550668333,9.31097725444204E-10,9.43434770306339E-08
Prodigal A-II,396.549,136913.035698103,9.79453761290502E-10,9.92431523627602E-08
Prodigal A-II,396.593,136870.855055908,1.0055649884058E-09,1.01888872450218E-07
Prodigal A-II,396.638,136826.965292099,1.03307647383323E-09,1.04676473711152E-07
Prodigal A-II,396.686,136781.291338096,1.06207573371729E-09,1.07614823718905E-07
Prodigal A-II,396.735,136733.776089443,1.09264130818768E-09,1.10711880552117E-07
Prodigal A-II,396.786,136684.325807412,1.12487866541855E-09,1.13978330773534E-07
Prodigal A-II,396.839,136632.882898232,1.15887307755069E-09,1.17422814582824E-07
Prodigal A-II,396.894,136579.35306812,1.19474796478791E-09,1.21057837532135E-07
Prodigal A-II,397.011,136467.606764756,1.27127073514359E-09,1.28811507238424E-07
Prodigal A-II,397.071,136411.54002593,1.31048245589064E-09,1.32784634843119E-07
Prodigal A-II,397.131,136355.441493985,1.35027986160479E-09,1.36817106977105E-07
Prodigal A-II,397.191,136299.311181357,1.39063602424156E-09,1.40906195156276E-07
Prodigal A-II,397.251,136243.149114116,1.43155767581208E-09,1.45052581501659E-07
Prodigal A-II,397.311,136186.955338292,1.47306052434228E-09,1.49257857628982E-07
Prodigal A-II,397.371,136130.729883664,1.5151176417877E-09,1.53519295054139E-07
Prodigal A-II,397.431,136074.472751429,1.55775146818539E-09,1.57839167513885E-07
Prodigal A-II,397.491,136018.183949379,1.60093507549089E-09,1.62214746524114E-07
Prodigal A-II,397.611,135905.511341414,1.68900548891423E-09,1.71138481164235E-07
Prodigal A-II,397.671,135849.127538377,1.73388556302097E-09,1.75685954673099E-07
Prodigal A-II,397.731,135792.712070845,1.77931093002809E-09,1.80288679985097E-07
Prodigal A-II,397.791,135736.264940285,1.82530851798008E-09,1.84949385584332E-07
Prodigal A-II,397.851,135679.786148011,1.87186037484729E-09,1.89666252481402E-07
Prodigal A-II,397.911,135623.275695041,1.91895303660749E-09,1.94437916434254E-07
Prodigal A-II,397.971,135566.73358293,1.96661343130513E-09,1.99267105926992E-07
Prodigal A-II,398.031,135510.159812449,2.01482585091429E-09,2.0415222934389E-07
Prodigal A-II,398.151,135396.917301571,2.1128910568412E-09,2.14088686334435E-07
Prodigal A-II,398.211,135340.248563005,2.16275281917378E-09,2.19140929402784E-07
Prodigal A-II,398.271,135283.548170205,2.21315987440676E-09,2.24248424274265E-07
Prodigal A-II,398.331,135226.81612422,2.26411222254013E-09,2.29411170948879E-07
Prodigal A-II,398.391,135170.052425888,2.3156098635739E-09,2.34629169426626E-07
Prodigal A-II,398.451,135113.257075861,2.36764830950066E-09,2.39901964960154E-07
Prodigal A-II,398.511,135056.430074854,2.42021409629817E-09,2.45228193307412E-07
Prodigal A-II,398.571,134999.57142344,2.4733341520109E-09,2.50610582952504E-07
Prodigal A-II,398.691,134885.759171588,2.5811921901079E-09,2.61539298662683E-07
Prodigal A-II,398.751,134828.805571985,2.63592344048106E-09,2.67084942606743E-07
Prodigal A-II,398.811,134771.820323499,2.6911910077398E-09,2.72684928859235E-07
Prodigal A-II,398.871,134714.803426721,2.74700611190263E-09,2.78340394288534E-07
Prodigal A-II,398.931,134657.754881658,2.8033373369177E-09,2.84048155663186E-07
Prodigal A-II,398.991,134600.674688303,2.86019814680722E-09,2.89809577225242E-07
Prodigal A-II,399.051,134543.562846653,2.91759078557491E-09,2.95624886348378E-07
Prodigal A-II,399.111,134486.419356526,2.97550627720594E-09,3.01493173537892E-07
Prodigal A-II,399.171,134429.244217864,3.03394910970773E-09,3.07414893541136E-07
Prodigal A-II,399.291,134314.798993703,3.15242352933468E-09,3.19419314109837E-07
Prodigal A-II,399.351,134257.528907201,3.2124349204265E-09,3.25499968312215E-07
Prodigal A-II,399.411,134200.227170582,3.27296692037795E-09,3.31633373207296E-07
Prodigal A-II,399.471,134142.893783279,3.33403523721498E-09,3.37821120410808E-07
Prodigal A-II,399.531,134085.528733427,3.3956017228746E-09,3.44059344570269E-07
Prodigal A-II,399.591,134028.13199092,3.45770003741238E-09,3.50351456290809E-07
Prodigal A-II,399.651,133970.703524466,3.52029652077274E-09,3.56694044967298E-07
Prodigal A-II,399.711,133913.243299264,3.58340688098163E-09,3.63088702215464E-07
Prodigal A-II,399.831,133798.227498433,3.71117371995238E-09,3.76034677174175E-07
Prodigal A-II,399.891,133740.671913464,3.77582571070684E-09,3.8258554013737E-07
Prodigal A-II,399.951,133683.084521959,3.8409870903024E-09,3.89188016924891E-07
Prodigal A-II,400.011,133625.46531712,3.90663766270573E-09,3.95840061173658E-07
Prodigal A-II,400.071,133567.814296252,3.97280659996499E-09,4.02544628741452E-07
Prodigal A-II,400.131,133510.131428146,4.03947595005054E-09,4.09299900638871E-07
Prodigal A-II,400.191,133452.416727548,4.10663000493644E-09,4.16104285250185E-07
Prodigal A-II,400.251,133394.67015545,4.17430018067457E-09,4.22960965806851E-07
Prodigal A-II,400.371,133279.081296496,4.31113279461488E-09,4.36825530414353E-07
Prodigal A-II,400.431,133221.238968895,4.38028850080595E-09,4.43832732344163E-07
Prodigal A-II,400.491,133163.364706408,4.44993788781219E-09,4.5088995648257E-07
Prodigal A-II,400.551,133105.458509782,4.52007646762619E-09,4.57996748082223E-07
Prodigal A-II,400.611,133047.520380365,4.59070648425166E-09,4.65153334516799E-07
Prodigal A-II,400.671,132989.55031445,4.66182344968118E-09,4.72359261038946E-07
Prodigal A-II,400.731,132931.548316123,4.73342511991106E-09,4.79614300274989E-07
Prodigal A-II,400.791,132873.514392089,4.8055114949413E-09,4.86918452224927E-07
Prodigal A-II,400.911,132757.350807006,4.87808033076818E-09,4.94271489515086E-07
Prodigal A-II,400.971,132699.221154093,5.02467884883411E-09,5.09125584358117E-07
Prodigal A-II,401.031,132641.059594812,5.09868496903426E-09,5.16624254487397E-07
Prodigal A-II,401.091,132582.866127704,5.17318701405329E-09,5.2417317419895E-07
Prodigal A-II,401.151,132524.64075192,5.2481445918245E-09,5.31768250766618E-07
Prodigal A-II,401.211,132466.383483613,5.32357453237569E-09,5.39411189492967E-07
Prodigal A-II,401.271,132408.094323923,5.39949366573463E-09,5.47103695680562E-07
Prodigal A-II,401.331,132349.773269998,5.4758840398717E-09,5.5484395034E-07
Prodigal A-II,401.391,132291.42031745,5.55272097074614E-09,5.62629452360852E-07
Prodigal A-II,401.511,132174.618706635,5.70780967683121E-09,5.78343815504923E-07
Prodigal A-II,401.571,132116.170045923,5.7860580860363E-09,5.86272335567628E-07
Prodigal A-II,401.631,132057.689479845,5.86476763800283E-09,5.94247580920637E-07
Prodigal A-II,401.691,131999.17700751,5.94393833273081E-09,6.0226955156395E-07
Prodigal A-II,401.751,131940.632627859,6.02356231620727E-09,6.10337451689702E-07
Prodigal A-II,401.811,131882.0563402,6.10362275840442E-09,6.18449575995328E-07
Prodigal A-II,401.871,131823.448143943,6.18415668538339E-09,6.26609676146472E-07
Prodigal A-II,401.931,131764.808038294,6.26514390111084E-09,6.34815705780056E-07
Prodigal A-II,402.051,131647.432096785,6.42846473478895E-09,6.5136418925249E-07
Prodigal A-II,402.111,131588.696256254,6.5107961087359E-09,6.59706415717665E-07
Prodigal A-II,402.171,131529.928499615,6.5935931134517E-09,6.68095822220494E-07
Prodigal A-II,402.231,131471.12882872,6.67681086886226E-09,6.76527861287468E-07
Prodigal A-II,402.291,131412.297243058,6.76047069300276E-09,6.85004692968505E-07
Prodigal A-II,402.351,131353.433742221,6.84456921986766E-09,6.93525976203091E-07
Prodigal A-II,402.411,131294.538325574,6.9291266454903E-09,7.02093757354305E-07
Prodigal A-II,402.471,131235.610992421,7.01409808979658E-09,7.10703488948639E-07
Prodigal A-II,402.591,131117.660557454,7.09950150481613E-09,7.19356989975495E-07
Prodigal A-II,402.651,131058.637440354,7.27162668703213E-09,7.3679757406353E-07
Prodigal A-II,402.711,130999.582390964,7.35833162420077E-09,7.45582951822144E-07
Prodigal A-II,402.771,130940.495408528,7.44547526409382E-09,7.54412781134306E-07
Prodigal A-II,402.831,130881.376494336,7.53303067866679E-09,7.63284333515912E-07
Prodigal A-II,402.891,130822.22565062,7.62100908793821E-09,7.7219874583534E-07
Prodigal A-II,402.951,130763.042876033,7.70941834592107E-09,7.81156813900452E-07
Prodigal A-II,403.011,130703.828170227,7.79823489057644E-09,7.90156150287658E-07
Prodigal A-II,403.071,130644.5815369,7.88748003993953E-09,7.99198915046873E-07
Prodigal A-II,403.191,130525.992478945,8.06720005269623E-09,8.17409045339446E-07
Prodigal A-II,403.251,130466.650060529,8.15768389210467E-09,8.26577320367505E-07
Prodigal A-II,403.311,130407.275717738,8.24857501818562E-09,8.35786863717658E-07
Prodigal A-II,403.371,130347.869445683,8.33987455294095E-09,8.45037789076741E-07
Prodigal A-II,403.431,130288.431238228,8.43157913036508E-09,8.54329755384242E-07
Prodigal A-II,403.491,130228.961094572,8.52368426245063E-09,8.6366230789281E-07
Prodigal A-II,403.551,130169.45901605,8.61619219320127E-09,8.73035673976119E-07
Prodigal A-II,403.611,130109.925010245,8.70911077663E-09,8.82450649442035E-07
Prodigal A-II,403.731,129990.761214647,8.8961249234309E-09,9.01399857866636E-07
Prodigal A-II,403.791,129931.131423553,8.99021487679381E-09,9.10933522391133E-07
Prodigal A-II,403.851,129871.469702601,9.08470987282554E-09,9.20508227864048E-07
Prodigal A-II,403.911,129811.776045049,9.17959195949643E-09,9.30122155295976E-07
Prodigal A-II,403.971,129752.050450114,9.27486225880835E-09,9.39775418373756E-07
Prodigal A-II,404.031,129692.292911974,9.37051628275388E-09,9.49467562350037E-07
Prodigal A-II,404.091,129632.503441844,9.46655515333488E-09,9.59198700911656E-07
Prodigal A-II,404.151,129572.682039294,9.56297213854022E-09,9.68968151937588E-07
Prodigal A-II,404.271,129452.943434509,9.65976836037177E-09,9.7877602911467E-07
Prodigal A-II,404.331,129393.02623108,9.85450187991903E-09,9.98507402982796E-07
Prodigal A-II,404.391,129333.077092993,9.95242234760695E-09,1.00842919437127E-06
Prodigal A-II,404.451,129273.096019475,1.00507242959248E-08,1.01838963928458E-06
Prodigal A-II,404.511,129213.083010214,1.01493819188299E-08,1.02838612292544E-06
Prodigal A-II,404.571,129153.03806431,1.02484176563594E-08,1.03842091903061E-06
Prodigal A-II,404.631,129092.961181642,1.03478191664928E-08,1.04849277704488E-06
Prodigal A-II,404.691,129032.852361112,1.0447580839221E-08,1.05860112853406E-06
Prodigal A-II,404.751,128972.711602605,1.05477026745438E-08,1.06874597349815E-06
Prodigal A-II,404.871,128852.334268633,1.0749016734957E-08,1.08914412066952E-06
Prodigal A-II,404.931,128792.097692049,1.0850203350038E-08,1.0993968544426E-06
Prodigal A-II,404.991,128731.829166473,1.0951755737723E-08,1.10968665012479E-06
Prodigal A-II,405.051,128671.528690983,1.10536424819601E-08,1.12001032448461E-06
Prodigal A-II,405.111,128611.196273896,1.11558893887919E-08,1.13037049231934E-06
Prodigal A-II,405.171,128550.831914388,1.12584796281907E-08,1.14076544832642E-06
Prodigal A-II,405.231,128490.435612201,1.13613986141322E-08,1.15119371457695E-06
Prodigal A-II,405.291,128430.007366616,1.14646721526592E-08,1.1616579058682E-06
Prodigal A-II,405.411,128309.05504287,1.16722290313806E-08,1.18268860660464E-06
Prodigal A-II,405.471,128248.530963529,1.17765090055695E-08,1.19325477498933E-06
Prodigal A-II,405.531,128187.974938676,1.1881118848303E-08,1.2038543673043E-06
Prodigal A-II,405.591,128127.386967492,1.19860574375794E-08,1.21448726986273E-06
Prodigal A-II,405.651,128066.76704949,1.20913371154189E-08,1.22515473321982E-06
Prodigal A-II,405.711,128006.115184062,1.21969264657699E-08,1.23585357414413E-06
Prodigal A-II,405.771,127945.43137081,1.23028512946747E-08,1.24658640743291E-06
Prodigal A-II,405.831,127884.71560883,1.24090813080835E-08,1.25735016354156E-06
Prodigal A-II,405.951,127763.188237024,1.26225208425184E-08,1.27897692436818E-06
Prodigal A-II,406.011,127702.376626141,1.27297101675112E-08,1.28983788272308E-06
Prodigal A-II,406.071,127641.533064064,1.28372091650154E-08,1.30073021864519E-06
Prodigal A-II,406.131,127580.657550897,1.29450178350309E-08,1.3116539321345E-06
Prodigal A-II,406.191,127519.750085573,1.30531305675484E-08,1.32260845475685E-06
Prodigal A-II,406.251,127458.810666306,1.31615473625681E-08,1.33359378651221E-06
Prodigal A-II,406.311,127397.839292139,1.32702794401083E-08,1.34461106426897E-06
Prodigal A-II,406.371,127336.835962713,1.33792942621154E-08,1.35565699110884E-06
Prodigal A-II,406.431,127275.800679198,1.34886210006376E-08,1.3667345228896E-06
Prodigal A-II,406.551,127153.634247637,1.37081384191084E-08,1.38897712531616E-06
Prodigal A-II,406.611,127092.503098171,1.38183391970738E-08,1.4001432191435E-06
Prodigal A-II,406.671,127031.339992312,1.39288126214894E-08,1.41133693887241E-06
Prodigal A-II,406.731,126970.144929454,1.40395833763959E-08,1.42256078561331E-06
Prodigal A-II,406.791,126908.917909079,1.41506503397915E-08,1.43381464567938E-06
Prodigal A-II,406.851,126847.658928515,1.42619832176262E-08,1.44509544952598E-06
Prodigal A-II,406.911,126786.367987107,1.43735932299186E-08,1.4564043340215E-06
Prodigal A-II,406.971,126725.045086364,1.44854758886611E-08,1.46774084441859E-06
Prodigal A-II,407.091,126602.303428019,1.47100703655153E-08,1.49049787978583E-06
Prodigal A-II,407.151,126540.884671563,1.48227776956195E-08,1.50191795000865E-06
Prodigal A-II,407.211,126479.433953672,1.4935734110135E-08,1.51336325870943E-06
Prodigal A-II,407.271,126417.951273476,1.50489665371063E-08,1.5248365343723E-06
Prodigal A-II,407.331,126356.436630833,1.51624592685074E-08,1.53633618538152E-06
Prodigal A-II,407.391,126294.890024889,1.52762089383328E-08,1.54786187067657E-06
Prodigal A-II,407.451,126233.311455082,1.53902133025787E-08,1.55941336288379E-06
Prodigal A-II,407.511,126171.70092101,1.55044701172415E-08,1.57099043462949E-06
Prodigal A-II,407.631,126048.383957257,1.57337422198194E-08,1.5942214304232E-06
Prodigal A-II,407.691,125986.677526549,1.58487384337031E-08,1.60587342179497E-06
Prodigal A-II,407.751,125924.939136549,1.59639915860111E-08,1.61755144745257E-06
Prodigal A-II,407.811,125863.16877933,1.60794691386895E-08,1.62925221047772E-06
Prodigal A-II,407.871,125801.366454326,1.61951991417848E-08,1.64097855304135E-06
Prodigal A-II,407.931,125739.532157836,1.63111613992637E-08,1.65272842878039E-06
Prodigal A-II,407.991,125677.665889297,1.6427355911126E-08,1.66450183769484E-06
Prodigal A-II,408.051,125615.767651162,1.65437793113663E-08,1.67629843872419E-06
Prodigal A-II,408.111,125553.83744307,1.66604282339789E-08,1.68811789080792E-06
Prodigal A-II,408.231,125429.881114129,1.68943959143103E-08,1.71182466601749E-06
Prodigal A-II,408.291,125367.854992324,1.70117236480438E-08,1.72371289863804E-06
Prodigal A-II,408.351,125305.796897955,1.7129252220109E-08,1.73562148120254E-06
Prodigal A-II,408.411,125243.706830655,1.72470074365484E-08,1.74755302850826E-06
Prodigal A-II,408.471,125181.584789781,1.73649578813101E-08,1.75950435732375E-06
Prodigal A-II,408.531,125119.430774544,1.74831316044406E-08,1.77147830981994E-06
Prodigal A-II,408.591,125057.244784864,1.76015117759119E-08,1.78347318069427E-06
Prodigal A-II,408.651,124995.02681972,1.77200927857148E-08,1.79548840151256E-06
Prodigal A-II,408.771,124870.494960939,1.79578505883045E-08,1.81957921085996E-06
Prodigal A-II,408.831,124808.181074495,1.80770228930838E-08,1.83165434464172E-06
Prodigal A-II,408.891,124745.835217108,1.81963859381781E-08,1.8437488051859E-06
Prodigal A-II,408.951,124683.457381699,1.83159374795836E-08,1.85586236511881E-06
Prodigal A-II,409.011,124621.047567599,1.84356909813226E-08,1.86799638868251E-06
Prodigal A-II,409.071,124558.605773686,1.85556116613377E-08,1.88014735158504E-06
Prodigal A-II,409.131,124496.132000147,1.86757275696751E-08,1.89231809599733E-06
Prodigal A-II,409.191,124433.626241785,1.8796021876307E-08,1.90450691661681E-06
Prodigal A-II,409.311,124308.518772716,1.90371310984306E-08,1.92893730854848E-06
Prodigal A-II,409.371,124245.917064964,1.91579415259148E-08,1.94117842511332E-06
Prodigal A-II,409.431,124183.283374612,1.92789180096732E-08,1.95343636733014E-06
Prodigal A-II,409.491,124120.617700777,1.94000583057021E-08,1.96571090782527E-06
Prodigal A-II,409.551,124057.920042907,1.95213601699978E-08,1.97800181922503E-06
Prodigal A-II,409.611,123995.1904004,1.96428325785751E-08,1.99031001102412E-06
Prodigal A-II,409.671,123932.428772813,1.97644486033895E-08,2.00263275473844E-06
Prodigal A-II,409.731,123869.635159367,1.98862306844781E-08,2.01497232410475E-06
Prodigal A-II,409.791,123806.809559649,2.00081451617854E-08,2.0273253085179E-06
Prodigal A-II,409.911,123681.0623987,2.02524431131742E-08,2.05207879844238E-06
Prodigal A-II,409.971,123618.140842016,2.03748063912225E-08,2.06447725759062E-06
Prodigal A-II,410.031,123555.187296929,2.04973043094932E-08,2.0768893591594E-06
Prodigal A-II,410.091,123492.201762293,2.06199391119898E-08,2.08931533052237E-06
Prodigal A-II,410.151,123429.184237849,2.07427063107051E-08,2.10175471693219E-06
Prodigal A-II,410.211,123366.134723024,2.08656171256575E-08,2.11420865525724E-06
Prodigal A-II,410.271,123303.053211966,2.09886401407951E-08,2.12667396226607E-06
Prodigal A-II,410.331,123239.939704644,2.11118000401588E-08,2.13915313906909E-06
Prodigal A-II,410.451,123113.616712296,2.13584631714531E-08,2.16414628084749E-06
Prodigal A-II,410.511,123050.407226559,2.14819753793986E-08,2.17666115531756E-06
Prodigal A-II,410.571,122987.165746781,2.16055975435256E-08,2.18918717109773E-06
Prodigal A-II,410.631,122923.892272322,2.17293296638341E-08,2.20172432818799E-06
Prodigal A-II,410.691,122860.586802863,2.18531672523168E-08,2.214272171841E-06
Prodigal A-II,410.751,122797.249337756,2.197710806497E-08,2.22683047468308E-06
Prodigal A-II,410.811,122733.879876133,2.21011453697825E-08,2.23939855459321E-06
Prodigal A-II,410.871,122670.47841773,2.22252948747802E-08,2.25197800318711E-06
Prodigal A-II,410.991,122543.579512646,2.24738586772129E-08,2.2771637304686E-06
Prodigal A-II,411.051,122480.082071596,2.25982639986331E-08,2.2897690996615E-06
Prodigal A-II,411.111,122416.552636437,2.27227680562163E-08,2.30238447329612E-06
Prodigal A-II,411.171,122352.991201733,2.28473551419366E-08,2.31500825975672E-06
Prodigal A-II,411.231,122289.397766674,2.29720185237828E-08,2.3276397769223E-06
Prodigal A-II,411.291,122225.772330667,2.30967559577514E-08,2.34027879741916E-06
Prodigal A-II,411.351,122162.114893,2.32215674438422E-08,2.35292532124731E-06
Prodigal A-II,411.411,122098.425453261,2.33464619580701E-08,2.36558025790146E-06
Prodigal A-II,411.471,122034.704010564,2.34714058403796E-08,2.37824019677646E-06
Prodigal A-II,411.591,121907.165114737,2.37215112733579E-08,2.40358212977299E-06
Prodigal A-II,411.651,121843.347660346,2.38471171367604E-08,2.41630914388224E-06
Prodigal A-II,411.651,121779.49819482,2.39735106454635E-08,2.42911596615158E-06
Prodigal A-II,411.771,121715.616717443,2.4100685067456E-08,2.44200191445998E-06
Prodigal A-II,411.831,121651.703233888,2.42286605987713E-08,2.45496903517051E-06
Prodigal A-II,411.891,121587.757743233,2.43574596794466E-08,2.46801960201992E-06
Prodigal A-II,411.951,121523.780245376,2.44870980175076E-08,2.48115520662395E-06
Prodigal A-II,412.011,121459.770739172,2.46175913209803E-08,2.49437744059833E-06
Prodigal A-II,412.131,121331.655700134,2.48812438043277E-08,2.5210920284735E-06
Prodigal A-II,412.191,121267.55016601,2.50144411322654E-08,2.53458824772679E-06
Prodigal A-II,412.251,121203.412621448,2.51485495257074E-08,2.5481767806923E-06
Prodigal A-II,412.311,121139.243065882,2.52836295727538E-08,2.56186376645928E-06
Prodigal A-II,412.371,121075.041498522,2.54196767853973E-08,2.57564875028038E-06
Prodigal A-II,412.431,121010.807918653,2.55567113596711E-08,2.58953377851867E-06
Prodigal A-II,412.491,120946.542325941,2.56947557356123E-08,2.60352112491091E-06
Prodigal A-II,412.491,120882.244719885,2.58338278652505E-08,2.61761260844651E-06
Prodigal A-II,412.671,120753.553464613,2.61151227057293E-08,2.64611480815802E-06
Prodigal A-II,412.731,120689.159814165,2.62574037606661E-08,2.6605314360495E-06
Prodigal A-II,412.791,120624.734151509,2.64007709133964E-08,2.67505811279989E-06
Prodigal A-II,412.851,120560.276472364,2.65452757760052E-08,2.68970006800373E-06
Prodigal A-II,412.851,120495.786776097,2.66909048844705E-08,2.70445593741897E-06
Prodigal A-II,412.971,120431.26506208,2.6837712094881E-08,2.71933117801382E-06
