MissionName,MissionTime,Altitude,Pressure(Atm),Pressure(kPa)
Prodigal A-II,494.289,20608.996988032,0.0502488526655602,5.09146499633789
Prodigal A-II,494.309,20601.0953505756,0.0503122615367137,5.09788990020752
Prodigal A-II,494.349,20585.346816293,0.0504389098624138,5.11072254180908
Prodigal A-II,494.369,20577.4999103043,0.0505021493169604,5.11713027954102
Prodigal A-II,494.389,20569.6712390846,0.0505653134752373,5.12353038787842
Prodigal A-II,494.409,20561.8607981894,0.0506284211613118,5.12992477416992
Prodigal A-II,494.429,20554.0685833674,0.0506914723751841,5.13631343841553
Prodigal A-II,494.449,20546.2945897616,0.0507544482927866,5.1426944732666
Prodigal A-II,494.469,20538.5388128152,0.0508173630321699,5.14906930923462
Prodigal A-II,494.489,20530.8012473891,0.0508802165933341,5.15543794631958
Prodigal A-II,494.529,20515.380730534,0.0510057119449039,5.16815376281738
Prodigal A-II,494.549,20507.697767728,0.0510683725593768,5.17450284957886
Prodigal A-II,494.569,20500.0329935597,0.0511309484655464,5.18084335327148
Prodigal A-II,494.589,20492.3864017045,0.0511934678995136,5.18717813491821
Prodigal A-II,494.589,20484.7579850787,0.0512559214492448,5.19350624084473
Prodigal A-II,494.629,20477.1477355314,0.0513182949966894,5.19982624053955
Prodigal A-II,494.649,20469.5556454863,0.0513806214839654,5.20614147186279
Prodigal A-II,494.669,20461.9817058071,0.0514428538509042,5.21244716644287
Prodigal A-II,494.689,20454.4259066693,0.0515050391576745,5.21874809265137
Prodigal A-II,494.729,20439.3686886132,0.0516291744703721,5.23132610321045
Prodigal A-II,494.749,20431.8672464341,0.0516911433003668,5.23760509490967
Prodigal A-II,494.769,20424.3838980878,0.051753032128075,5.2438759803772
Prodigal A-II,494.789,20416.9186300859,0.0518148691895977,5.25014162063599
Prodigal A-II,494.809,20409.471427083,0.0518766215428169,5.25639867782593
Prodigal A-II,494.829,20402.0422728602,0.0519382891877328,5.26264715194702
Prodigal A-II,494.849,20394.6311507178,0.0519999050664631,5.26889038085938
Prodigal A-II,494.869,20387.2380422344,0.0520614409429069,5.27512550354004
Prodigal A-II,494.909,20372.5057887426,0.0521842962190189,5.28757381439209
Prodigal A-II,494.929,20365.1666022921,0.0522456156186872,5.29378700256348
Prodigal A-II,494.949,20357.8453471232,0.052306850310052,5.29999160766602
Prodigal A-II,494.969,20350.5419994537,0.0523680191171808,5.30618953704834
Prodigal A-II,494.989,20343.2565348893,0.0524291267460904,5.31238126754761
Prodigal A-II,495.009,20335.9889279678,0.0524901449606797,5.31856393814087
Prodigal A-II,495.029,20328.7391524734,0.0525510925850161,5.32473945617676
Prodigal A-II,495.049,20321.5071804281,0.0526119555010491,5.3309063911438
Prodigal A-II,495.089,20307.0965324687,0.0526727572388629,5.33706712722778
Prodigal A-II,495.109,20299.9177960688,0.0527941207076307,5.34936428070068
Prodigal A-II,495.129,20292.756743161,0.0528547012626522,5.35550260543823
Prodigal A-II,495.149,20285.6133407066,0.0529151876973365,5.36163139343262
Prodigal A-II,495.169,20278.4875554256,0.052975598835751,5.36775255203247
Prodigal A-II,495.189,20271.3793527074,0.0530359487959464,5.37386751174927
Prodigal A-II,495.209,20264.288697185,0.0530962046358046,5.3799729347229
Prodigal A-II,495.229,20257.2155523067,0.0531564040034605,5.38607263565063
Prodigal A-II,495.249,20250.1598810302,0.0532165092507792,5.39216279983521
Prodigal A-II,495.289,20236.1008057548,0.0533364985626243,5.40432071685791
Prodigal A-II,495.309,20229.0973229557,0.0533963826271507,5.41038846969604
Prodigal A-II,495.329,20222.1111563537,0.0534561866893905,5.41644811630249
Prodigal A-II,495.349,20215.1422645375,0.0535159107493437,5.42249965667725
Prodigal A-II,495.369,20208.1906053443,0.0535755595130271,5.42854356765747
Prodigal A-II,495.389,20201.2561363466,0.0536351376864577,5.43458032608032
Prodigal A-II,495.409,20194.3388138292,0.0536946405636185,5.44060945510864
Prodigal A-II,495.429,20187.4385939119,0.0537540399084084,5.44662809371948
Prodigal A-II,495.469,20173.68928177,0.0538726456512971,5.45864582061768
Prodigal A-II,495.489,20166.840098016,0.0539318332253284,5.4646430015564
Prodigal A-II,495.509,20160.0078340955,0.0539909407970731,5.47063207626343
Prodigal A-II,495.529,20153.1924429275,0.0540499589544974,5.47661209106445
Prodigal A-II,495.549,20146.3938765591,0.0541089112276858,5.48258543014526
Prodigal A-II,495.569,20139.6120870905,0.0541677976166381,5.48855209350586
Prodigal A-II,495.589,20132.8470254391,0.0542265804732196,5.49450826644897
Prodigal A-II,495.609,20126.0986426612,0.054285297445565,5.50045776367188
Prodigal A-II,495.629,20119.3668884533,0.0543439438276576,5.5064001083374
Prodigal A-II,495.669,20105.9530657129,0.054460991878966,5.51826000213623
Prodigal A-II,495.689,20099.2708952455,0.0545193935481819,5.52417755126953
Prodigal A-II,495.709,20092.6051498801,0.0545777246271449,5.53008794784546
Prodigal A-II,495.729,20085.9557774886,0.0546359851158551,5.53599119186401
Prodigal A-II,495.749,20079.3227258744,0.0546941561902449,5.54188537597656
Prodigal A-II,495.769,20072.70594199,0.0547522566743818,5.54777240753174
Prodigal A-II,495.789,20066.105372509,0.0548102630381816,5.55364990234375
Prodigal A-II,495.809,20059.5209635971,0.0548682035177453,5.55952072143555
Prodigal A-II,495.849,20046.40041098,0.0549838585880636,5.57123947143555
Prodigal A-II,495.869,20039.8641576609,0.0550415731788182,5.57708740234375
Prodigal A-II,495.889,20033.3438462857,0.0550991983552524,5.58292627334595
Prodigal A-II,495.909,20026.8394210255,0.0551567482354169,5.58875751495361
Prodigal A-II,495.929,20020.3508258974,0.0552142228193116,5.59458112716675
Prodigal A-II,495.949,20013.8780041784,0.0552716221069366,5.60039710998535
Prodigal A-II,495.969,20007.4208996566,0.0553289460982919,5.60620546340942
Prodigal A-II,495.989,20000.979454915,0.0553862136174448,5.6120080947876
Prodigal A-II,496.069,19975.369119646,0.0556144319050053,5.63513231277466
Prodigal A-II,496.089,19969.0051051797,0.0556712947067084,5.64089393615723
Prodigal A-II,496.089,19969.0051051797,0.0556712947067084,5.64089393615723
Prodigal A-II,496.109,19962.6564005557,0.0557280963301923,5.64664936065674
Prodigal A-II,496.129,19956.3229462169,0.0557848132453728,5.6523962020874
Prodigal A-II,496.149,19950.0046820045,0.0558414548642836,5.65813541412354
Prodigal A-II,496.169,19943.7015482718,0.0558980211869246,5.66386699676514
Prodigal A-II,496.189,19937.4134841813,0.0559545028012622,5.66958999633789
Prodigal A-II,496.209,19931.1404287694,0.0560109232373806,5.67530679702759
Prodigal A-II,496.229,19924.8823208725,0.0560672589651955,5.68101501464844
Prodigal A-II,496.249,19918.6390990475,0.0561235382208082,5.68671751022339
Prodigal A-II,496.269,19912.4107011314,0.0561797327681174,5.69241142272949
Prodigal A-II,496.289,19906.1970650358,0.05623584731314,5.69809722900391
Prodigal A-II,496.289,19906.1970650358,0.05623584731314,5.69809722900391
Prodigal A-II,496.309,19899.9981280882,0.0562918959739265,5.70377635955811
Prodigal A-II,496.329,19893.8138272744,0.0563478599264096,5.70944690704346
Prodigal A-II,496.349,19887.6440990213,0.0564037627006736,5.71511125564575
Prodigal A-II,496.369,19881.4888798976,0.0564595995907015,5.72076892852783
Prodigal A-II,496.389,19875.3481056402,0.0565153470664091,5.72641754150391
Prodigal A-II,496.409,19869.2217119318,0.056571019245847,5.73205852508545
Prodigal A-II,496.429,19863.1096337968,0.0566266396590994,5.73769426345825
Prodigal A-II,496.449,19857.0118057504,0.0566821753640484,5.74332141876221
Prodigal A-II,496.469,19850.9281627843,0.0567376404787445,5.74894142150879
Prodigal A-II,496.489,19844.8586384701,0.056793025591154,5.75455331802368
Prodigal A-II,496.489,19844.8586384701,0.056793025591154,5.75455331802368
Prodigal A-II,496.509,19838.803166721,0.0568483589373781,5.76015996932983
Prodigal A-II,496.529,19832.7616804903,0.0569036075752987,5.76575803756714
Prodigal A-II,496.549,19826.734113019,0.0569587856229664,5.77134895324707
Prodigal A-II,496.569,19820.7203961238,0.0570138977863981,5.77693319320679
Prodigal A-II,496.589,19814.7204626016,0.0570689346535601,5.78250980377197
Prodigal A-II,496.609,19808.7342434973,0.0571239103425029,5.7880802154541
Prodigal A-II,496.629,19802.7616704553,0.0571788107351759,5.7936429977417
Prodigal A-II,496.649,19796.8026745878,0.0572336452436129,5.79919910430908
Prodigal A-II,496.669,19790.857186418,0.0572884044557802,5.80474758148193
Prodigal A-II,496.689,19784.9251361927,0.0573430977837115,5.81028938293457
Prodigal A-II,496.689,19784.9251361927,0.0573430977837115,5.81028938293457
Prodigal A-II,496.709,19779.0064539369,0.0573977346394405,5.81582546234131
Prodigal A-II,496.729,19773.1010690061,0.057452286786866,5.8213529586792
Prodigal A-II,496.749,19767.2089106524,0.0575067824620892,5.82687473297119
Prodigal A-II,496.769,19761.3299081903,0.0575612075470596,5.83238935470581
Prodigal A-II,496.789,19755.4639903642,0.0576155573357602,5.8378963470459
Prodigal A-II,496.809,19749.6110851355,0.0576698553582753,5.84339809417725
Prodigal A-II,496.829,19743.7711206544,0.0577240780845207,5.84889221191406
Prodigal A-II,496.849,19737.9440247417,0.0577782490445807,5.85438108444214
Prodigal A-II,496.869,19732.129724782,0.0578323447083709,5.85986232757568
Prodigal A-II,496.889,19726.3281484609,0.0578323447083709,5.85986232757568
Prodigal A-II,496.889,19726.3281484609,0.0578863650758914,5.8653359413147
Prodigal A-II,496.909,19720.5392224472,0.0579403336772265,5.87080430984497
Prodigal A-II,496.929,19714.7628733302,0.0579942222762749,5.87626457214355
Prodigal A-II,496.949,19708.9990280829,0.0580480591091379,5.8817195892334
Prodigal A-II,496.969,19703.2476130817,0.0581018394697986,5.88716888427734
Prodigal A-II,496.989,19697.5085543683,0.058155563358257,5.89261245727539
Prodigal A-II,497.009,19691.781777936,0.0582092119504457,5.89804840087891
Prodigal A-II,497.029,19686.0672095362,0.0582627993644151,5.90347814559937
Prodigal A-II,497.049,19680.36477492,0.0583163114821149,5.90890026092529
Prodigal A-II,497.069,19674.6744001545,0.0583697859516798,5.91431856155396
Prodigal A-II,497.089,19668.9960101619,0.0583697859516798,5.91431856155396
Prodigal A-II,497.089,19668.9960101619,0.0584231851249749,5.91972923278809
Prodigal A-II,497.109,19663.3295312887,0.0584765231200509,5.92513370513916
Prodigal A-II,497.129,19657.6748892684,0.0585297999369077,5.93053197860718
Prodigal A-II,497.149,19652.0320097739,0.0585830391056297,5.93592643737793
Prodigal A-II,497.169,19646.4008189645,0.0586361982720651,5.94131278991699
Prodigal A-II,497.189,19640.7812425625,0.0586893009662981,5.94669342041016
Prodigal A-II,497.209,19635.173206768,0.058742342482312,5.95206785202026
Prodigal A-II,497.229,19629.576638218,0.058795346350191,5.95743846893311
Prodigal A-II,497.249,19623.991463216,0.0588482608037497,5.96280002593994
Prodigal A-II,497.269,19618.4176085144,0.0589011423151904,5.96815824508667
Prodigal A-II,497.269,19618.4176085144,0.0589011423151904,5.96815824508667
Prodigal A-II,497.289,19612.855001186,0.0589539579423951,5.97350978851318
Prodigal A-II,497.309,19607.3035684377,0.0590067359214649,5.97885751724243
Prodigal A-II,497.329,19601.7632376868,0.0590594291922313,5.98419666290283
Prodigal A-II,497.349,19596.2339368491,0.0591120801088459,5.98953151702881
Prodigal A-II,497.369,19590.7155937692,0.0591646933773256,5.99486255645752
Prodigal A-II,497.389,19585.2081366917,0.0592172172314851,6.00018453598022
Prodigal A-II,497.409,19579.7114948547,0.0592697222615771,6.0055046081543
Prodigal A-II,497.429,19574.2255972605,0.0593221425833656,6.01081609725952
Prodigal A-II,497.449,19568.7503731214,0.059374534669053,6.0161247253418
Prodigal A-II,497.469,19563.2857522964,0.0594268655765213,6.02142715454102
Prodigal A-II,497.469,19563.2857522964,0.0594268655765213,6.02142715454102
Prodigal A-II,497.489,19557.8316654041,0.0594791353057703,6.02672338485718
Prodigal A-II,497.509,19552.3880430395,0.0595313579748508,6.03201484680176
Prodigal A-II,497.529,19546.9548165761,0.0595835382897796,6.03730201721191
Prodigal A-II,497.549,19541.5319175133,0.0596356715445397,6.04258441925049
Prodigal A-II,497.569,19536.1192784291,0.0596877436210807,6.04786062240601
Prodigal A-II,497.589,19530.7168320557,0.0597397639314363,6.05313158035278
Prodigal A-II,497.609,19525.3245119536,0.0597917418876401,6.05839824676514
Prodigal A-II,497.629,19519.9422521172,0.0598436727836754,6.06366014480591
Prodigal A-II,497.649,19514.5699868472,0.0598955377954746,6.06891536712646
Prodigal A-II,497.669,19509.2076511681,0.0599473745711727,6.07416772842407
Prodigal A-II,497.669,19509.2076511681,0.0599473745711727,6.07416772842407
Prodigal A-II,497.689,19503.8551808605,0.0599991454626347,6.07941341400146
Prodigal A-II,497.709,19498.5125126736,0.0600508928240125,6.08465671539307
Prodigal A-II,497.729,19493.1795831546,0.0601025648891205,6.08989238739014
Prodigal A-II,497.749,19487.8563298862,0.0601542134241442,6.09512567520142
Prodigal A-II,497.769,19482.5426915372,0.060205796074932,6.10035228729248
Prodigal A-II,497.789,19477.2386064632,0.0602573457836017,6.10557556152344
Prodigal A-II,497.809,19471.9440147681,0.0603088531381196,6.11079454421997
Prodigal A-II,497.829,19466.6588566005,0.0603603087264521,6.11600828170776
Prodigal A-II,497.849,19461.3830729136,0.0604117125485992,6.12121677398682
Prodigal A-II,497.869,19456.1166054029,0.0604630740165946,6.12642097473145
Prodigal A-II,497.869,19456.1166054029,0.0604630740165946,6.12642097473145
Prodigal A-II,497.889,19450.8593966989,0.0605144025424719,6.13162183761597
Prodigal A-II,497.909,19445.6113894889,0.0605656793021638,6.13681745529175
Prodigal A-II,497.929,19440.3725280175,0.0606169090016871,6.14200830459595
Prodigal A-II,497.949,19435.14275626,0.0606681104651093,6.1471962928772
Prodigal A-II,497.969,19429.9220200786,0.0607192554563291,6.15237855911255
Prodigal A-II,497.989,19424.7102653896,0.0607703580933973,6.15755653381348
Prodigal A-II,498.009,19419.5074389931,0.0608214230823305,6.16273069381714
Prodigal A-II,498.029,19414.3134886147,0.0608724410110952,6.16790008544922
Prodigal A-II,498.049,19409.128362908,0.0609234259977418,6.17306613922119
Prodigal A-II,498.069,19403.9520105235,0.0609743827482873,6.17822933197021
Prodigal A-II,498.069,19403.9520105235,0.0609743827482873,6.17822933197021
Prodigal A-II,498.089,19398.7843819913,0.0610252642025631,6.18338489532471
Prodigal A-II,498.109,19393.6254278384,0.0610761362448052,6.18853950500488
Prodigal A-II,498.129,19388.4750997853,0.0611269565208618,6.19368886947632
Prodigal A-II,498.149,19383.3333506072,0.0611777250307329,6.19883298873901
Prodigal A-II,498.169,19378.2001333833,0.0612284794225535,6.20397567749023
Prodigal A-II,498.189,19373.0754024191,0.0612791632241212,6.20911121368408
Prodigal A-II,498.209,19367.959112539,0.0613298329076383,6.21424531936646
Prodigal A-II,498.229,19362.8512199288,0.06138045082497,6.21937417984009
Prodigal A-II,498.249,19357.7516809888,0.0614310358001837,6.22449970245361
Prodigal A-II,498.269,19352.6604534797,0.0614815878332794,6.22962188720703
Prodigal A-II,498.269,19352.6604534797,0.0614815878332794,6.22962188720703
Prodigal A-II,498.289,19347.5774957873,0.0615320833941727,6.23473834991455
Prodigal A-II,498.309,19342.5027670907,0.0615825648370155,6.2398533821106
Prodigal A-II,498.329,19337.4362275871,0.0616329945136728,6.2449631690979
Prodigal A-II,498.349,19332.3778382055,0.0616833912482122,6.2500696182251
Prodigal A-II,498.369,19327.3275607591,0.061733736216566,6.25517082214355
Prodigal A-II,498.389,19322.2853578543,0.0617840623608525,6.26027011871338
Prodigal A-II,498.409,19317.2511928407,0.0618343320329366,6.2653636932373
Prodigal A-II,498.429,19312.2250301549,0.0618845922929871,6.27045631408691
Prodigal A-II,498.449,19307.2068349244,0.0619347960808352,6.27554321289063
Prodigal A-II,498.469,19302.1965729985,0.0619849622205484,6.28062629699707
Prodigal A-II,498.469,19302.1965729985,0.0619849622205484,6.28062629699707
Prodigal A-II,498.489,19297.1942111757,0.062035118948228,6.2857084274292
Prodigal A-II,498.509,19292.1997168195,0.0620852144976883,6.29078435897827
Prodigal A-II,498.529,19287.213058711,0.0621352771050307,6.29585695266724
Prodigal A-II,498.549,19282.2342055542,0.0621853020642382,6.30092573165894
Prodigal A-II,498.569,19277.263127557,0.0622352940813277,6.30599117279053
Prodigal A-II,498.589,19272.2997955317,0.0622852672743497,6.31105470657349
Prodigal A-II,498.609,19267.3441806538,0.0623351839951695,6.31611251831055
Prodigal A-II,498.629,19262.3962548757,0.0623850677738712,6.3211669921875
Prodigal A-II,498.649,19257.4559915196,0.0624349327285055,6.32621955871582
Prodigal A-II,498.669,19252.5233641788,0.0624847412109375,6.33126640319824
Prodigal A-II,498.669,19252.5233641788,0.0624847412109375,6.33126640319824
Prodigal A-II,498.689,19247.598347174,0.0625345308693021,6.33631134033203
Prodigal A-II,498.709,19242.6809155168,0.0625842640554643,6.34135055541992
Prodigal A-II,498.729,19237.771044869,0.062633983123576,6.34638833999634
Prodigal A-II,498.749,19232.8687118022,0.0626836598375359,6.35142183303833
Prodigal A-II,498.769,19227.9738932522,0.0627333036093779,6.35645198822021
Prodigal A-II,498.789,19223.0865666606,0.0627829285571524,6.36148023605347
Prodigal A-II,498.809,19218.2067107866,0.0628324923267077,6.36650228500366
Prodigal A-II,498.829,19213.3343043635,0.0628820419782125,6.37152290344238
Prodigal A-II,498.849,19208.4693268612,0.0629315492755655,6.37653923034668
Prodigal A-II,498.869,19203.6117582461,0.0629810189247837,6.38155174255371
Prodigal A-II,498.869,19203.6117582461,0.0629810189247837,6.38155174255371
Prodigal A-II,498.889,19198.7615794279,0.0630304556318839,6.38656091690063
Prodigal A-II,498.909,19193.918771497,0.0630798688088998,6.39156770706177
Prodigal A-II,498.929,19189.0833159033,0.0631292255137133,6.396568775177
Prodigal A-II,498.949,19184.2551942784,0.0631785586884426,6.40156745910645
Prodigal A-II,498.969,19179.4343886087,0.0632278777451213,6.40656471252441
Prodigal A-II,498.989,19174.6208807686,0.0632771403295977,6.41155624389649
Prodigal A-II,499.009,19169.8146528983,0.0633263746779729,6.4165449142456
MissionName,MissionTime,Altitude,Pressure(Atm),Pressure(kPa)
Prodigal A-IV,292.46,191797.94,0,0
Prodigal A-IV,292.5,191797.55,0,0
Prodigal A-IV,292.54,191797.14,0,0
Prodigal A-IV,292.58,191796.71,0,0
Prodigal A-IV,292.62,191796.27,0,0
Prodigal A-IV,292.66,191795.82,0,0
Prodigal A-IV,292.7,191795.35,0,0
Prodigal A-IV,292.74,191794.87,0,0
Prodigal A-IV,292.78,191794.37,0,0
Prodigal A-IV,292.82,191793.86,0,0
Prodigal A-IV,292.86,191793.33,0,0
Prodigal A-IV,292.9,191792.79,0,0
Prodigal A-IV,292.94,191792.24,0,0
Prodigal A-IV,292.98,191791.67,0,0
Prodigal A-IV,293.02,191791.09,0,0
Prodigal A-IV,293.06,191790.49,0,0
Prodigal A-IV,293.1,191789.88,0,0
Prodigal A-IV,293.14,191789.25,0,0
Prodigal A-IV,293.18,191788.61,0,0
Prodigal A-IV,293.22,191787.96,0,0
Prodigal A-IV,293.26,191787.29,0,0
Prodigal A-IV,293.3,191786.61,0,0
Prodigal A-IV,293.34,191785.91,0,0
Prodigal A-IV,293.38,191785.2,0,0
Prodigal A-IV,293.42,191784.47,0,0
Prodigal A-IV,293.46,191783.73,0,0
Prodigal A-IV,293.5,191782.98,0,0
Prodigal A-IV,293.54,191782.21,0,0
Prodigal A-IV,293.58,191781.43,0,0
Prodigal A-IV,293.62,191780.63,0,0
Prodigal A-IV,293.66,191779.82,0,0
Prodigal A-IV,293.7,191778.99,0,0
Prodigal A-IV,293.74,191778.15,0,0
Prodigal A-IV,293.78,191777.29,0,0
Prodigal A-IV,293.82,191776.42,0,0
Prodigal A-IV,293.86,191775.54,0,0
Prodigal A-IV,293.9,191774.64,0,0
Prodigal A-IV,293.94,191773.73,0,0
Prodigal A-IV,293.98,191772.8,0,0
Prodigal A-IV,294.02,191771.86,0,0
Prodigal A-IV,294.06,191770.91,0,0
Prodigal A-IV,294.1,191769.94,0,0
Prodigal A-IV,294.14,191768.95,0,0
Prodigal A-IV,294.18,191767.95,0,0
Prodigal A-IV,294.22,191766.94,0,0
Prodigal A-IV,294.26,191765.91,0,0
Prodigal A-IV,294.3,191764.87,0,0
Prodigal A-IV,294.34,191763.82,0,0
Prodigal A-IV,294.38,191762.75,0,0
Prodigal A-IV,294.42,191761.66,0,0
Prodigal A-IV,294.46,191760.56,0,0
Prodigal A-IV,294.5,191759.45,0,0
Prodigal A-IV,294.54,191758.32,0,0
Prodigal A-IV,294.58,191757.18,0,0
Prodigal A-IV,294.62,191756.02,0,0
Prodigal A-IV,294.66,191754.85,0,0
Prodigal A-IV,294.7,191753.67,0,0
Prodigal A-IV,294.74,191752.47,0,0
Prodigal A-IV,294.78,191751.26,0,0
Prodigal A-IV,294.82,191750.03,0,0
Prodigal A-IV,294.86,191748.78,0,0
Prodigal A-IV,294.9,191747.53,0,0
Prodigal A-IV,294.94,191746.26,0,0
Prodigal A-IV,294.98,191744.97,0,0
Prodigal A-IV,295.02,191743.67,0,0
Prodigal A-IV,295.06,191742.36,0,0
Prodigal A-IV,295.1,191741.03,0,0
Prodigal A-IV,295.14,191739.68,0,0
Prodigal A-IV,295.18,191738.33,0,0
Prodigal A-IV,295.22,191736.96,0,0
Prodigal A-IV,295.26,191735.57,0,0
Prodigal A-IV,295.3,191734.17,0,0
Prodigal A-IV,295.34,191732.75,0,0
Prodigal A-IV,295.38,191731.32,0,0
Prodigal A-IV,295.42,191729.88,0,0
Prodigal A-IV,295.46,191728.42,0,0
Prodigal A-IV,295.5,191726.95,0,0
Prodigal A-IV,295.54,191725.46,0,0
Prodigal A-IV,295.58,191723.96,0,0
Prodigal A-IV,295.62,191722.45,0,0
Prodigal A-IV,295.66,191720.92,0,0
Prodigal A-IV,295.7,191719.37,0,0
Prodigal A-IV,295.74,191717.82,0,0
Prodigal A-IV,295.78,191716.24,0,0
Prodigal A-IV,295.82,191714.66,0,0
Prodigal A-IV,295.86,191713.06,0,0
Prodigal A-IV,295.9,191711.44,0,0
Prodigal A-IV,295.94,191709.81,0,0
Prodigal A-IV,295.98,191708.16,0,0
Prodigal A-IV,296.02,191706.51,0,0
Prodigal A-IV,296.06,191704.83,0,0
Prodigal A-IV,296.1,191703.14,0,0
Prodigal A-IV,296.14,191701.44,0,0
Prodigal A-IV,296.18,191699.73,0,0
Prodigal A-IV,296.22,191698,0,0
Prodigal A-IV,296.26,191696.25,0,0
Prodigal A-IV,296.3,191694.49,0,0
Prodigal A-IV,296.34,191692.72,0,0
Prodigal A-IV,296.38,191690.93,0,0
Prodigal A-IV,296.42,191689.13,0,0
Prodigal A-IV,296.46,191687.31,0,0
Prodigal A-IV,296.5,191685.48,0,0
Prodigal A-IV,296.54,191683.63,0,0
Prodigal A-IV,296.58,191681.77,0,0
Prodigal A-IV,296.62,191679.9,0,0
Prodigal A-IV,296.66,191678.01,0,0
Prodigal A-IV,296.7,191676.11,0,0
Prodigal A-IV,296.74,191674.19,0,0
Prodigal A-IV,296.78,191672.26,0,0
Prodigal A-IV,296.82,191670.31,0,0
Prodigal A-IV,296.86,191668.35,0,0
Prodigal A-IV,296.9,191666.38,0,0
Prodigal A-IV,296.94,191664.39,0,0
Prodigal A-IV,296.98,191662.39,0,0
Prodigal A-IV,297.02,191660.37,0,0
Prodigal A-IV,297.06,191658.34,0,0
Prodigal A-IV,297.1,191656.29,0,0
Prodigal A-IV,297.14,191654.23,0,0
Prodigal A-IV,297.18,191652.15,0,0
Prodigal A-IV,297.22,191650.06,0,0
Prodigal A-IV,297.26,191647.96,0,0
Prodigal A-IV,297.3,191645.84,0,0
Prodigal A-IV,297.34,191643.71,0,0
Prodigal A-IV,297.38,191641.56,0,0
Prodigal A-IV,297.42,191639.4,0,0
Prodigal A-IV,297.46,191637.23,0,0
Prodigal A-IV,297.5,191635.04,0,0
Prodigal A-IV,297.54,191632.83,0,0
Prodigal A-IV,297.58,191630.61,0,0
Prodigal A-IV,297.62,191628.38,0,0
Prodigal A-IV,297.66,191626.13,0,0
Prodigal A-IV,297.7,191623.87,0,0
Prodigal A-IV,297.74,191621.59,0,0
Prodigal A-IV,297.78,191619.3,0,0
Prodigal A-IV,297.82,191617,0,0
Prodigal A-IV,297.86,191614.68,0,0
Prodigal A-IV,297.9,191612.34,0,0
Prodigal A-IV,297.94,191610,0,0
Prodigal A-IV,297.98,191607.63,0,0
Prodigal A-IV,298.02,191605.26,0,0
Prodigal A-IV,298.06,191602.87,0,0
Prodigal A-IV,298.1,191600.46,0,0
Prodigal A-IV,298.14,191598.04,0,0
Prodigal A-IV,298.18,191595.61,0,0
Prodigal A-IV,298.22,191593.16,0,0
Prodigal A-IV,298.26,191590.7,0,0
Prodigal A-IV,298.3,191588.22,0,0
Prodigal A-IV,298.34,191585.73,0,0
Prodigal A-IV,298.38,191583.22,0,0
Prodigal A-IV,298.42,191580.7,0,0
Prodigal A-IV,298.46,191578.17,0,0
Prodigal A-IV,298.5,191575.62,0,0
Prodigal A-IV,298.54,191573.05,0,0
Prodigal A-IV,298.58,191570.48,0,0
Prodigal A-IV,298.62,191567.88,0,0
Prodigal A-IV,298.66,191565.28,0,0
Prodigal A-IV,298.7,191562.66,0,0
Prodigal A-IV,298.74,191560.02,0,0
Prodigal A-IV,298.78,191557.37,0,0
Prodigal A-IV,298.82,191554.71,0,0
Prodigal A-IV,298.86,191552.03,0,0
Prodigal A-IV,298.9,191549.34,0,0
Prodigal A-IV,298.94,191546.63,0,0
Prodigal A-IV,298.98,191543.91,0,0
Prodigal A-IV,299.02,191541.17,0,0
Prodigal A-IV,299.06,191538.42,0,0
Prodigal A-IV,299.1,191535.66,0,0
Prodigal A-IV,299.14,191532.88,0,0
Prodigal A-IV,299.18,191530.09,0,0
Prodigal A-IV,299.22,191527.28,0,0
Prodigal A-IV,299.26,191524.46,0,0
Prodigal A-IV,299.3,191521.62,0,0
Prodigal A-IV,299.34,191518.77,0,0
Prodigal A-IV,299.38,191515.9,0,0
Prodigal A-IV,299.42,191513.03,0,0
Prodigal A-IV,299.46,191510.13,0,0
Prodigal A-IV,299.5,191507.22,0,0
Prodigal A-IV,299.54,191504.3,0,0
Prodigal A-IV,299.58,191501.36,0,0
Prodigal A-IV,299.62,191498.41,0,0
Prodigal A-IV,299.66,191495.45,0,0
Prodigal A-IV,299.7,191492.47,0,0
Prodigal A-IV,299.74,191489.47,0,0
Prodigal A-IV,299.78,191486.47,0,0
Prodigal A-IV,299.82,191483.44,0,0
Prodigal A-IV,299.86,191480.4,0,0
Prodigal A-IV,299.9,191477.35,0,0
Prodigal A-IV,299.94,191474.29,0,0
Prodigal A-IV,299.98,191471.21,0,0
Prodigal A-IV,300.02,191468.11,0,0
Prodigal A-IV,300.06,191465,0,0
Prodigal A-IV,300.1,191461.88,0,0
Prodigal A-IV,300.14,191458.74,0,0
Prodigal A-IV,300.18,191455.59,0,0
Prodigal A-IV,300.22,191452.42,0,0
Prodigal A-IV,300.26,191449.24,0,0
Prodigal A-IV,300.3,191446.05,0,0
Prodigal A-IV,300.34,191442.84,0,0
Prodigal A-IV,300.38,191439.61,0,0
Prodigal A-IV,300.42,191436.38,0,0
Prodigal A-IV,300.46,191433.12,0,0
Prodigal A-IV,300.5,191429.86,0,0
Prodigal A-IV,300.54,191426.57,0,0
Prodigal A-IV,300.58,191423.28,0,0
Prodigal A-IV,300.62,191419.97,0,0
Prodigal A-IV,300.66,191416.64,0,0
Prodigal A-IV,300.7,191413.3,0,0
Prodigal A-IV,300.74,191409.95,0,0
Prodigal A-IV,300.78,191406.58,0,0
Prodigal A-IV,300.82,191403.2,0,0
Prodigal A-IV,300.86,191399.81,0,0
